,repo_name,subtasks,comments,issue_link_count,outward_count,inward_count,issue_type,priority,log_change_count,estimation_error,estimate_class
968,Jira,0,0,0,0,0,Suggestion,Major,22.0,-0.25,underestimated
970,Jira,0,1,0,0,0,Sub-task,Medium,27.0,-0.6,underestimated
971,Jira,0,0,0,0,0,Sub-task,Medium,38.0,-0.7272727272727273,underestimated
973,Jira,0,0,0,0,0,Sub-task,Medium,19.0,-0.6,underestimated
974,Jira,0,0,0,0,0,Sub-task,Medium,18.0,-0.6666666666666666,underestimated
975,Jira,0,1,1,1,0,Support Request,Low,11.0,-0.5,underestimated
977,Jira,0,3,2,2,0,Suggestion,Major,34.0,-0.3333333333333333,underestimated
979,Jira,0,1,0,0,0,Bug,Low,15.0,-0.5,underestimated
980,Jira,0,0,0,0,0,Bug,Medium,16.0,-0.8,underestimated
981,Jira,0,1,0,0,0,Bug,Low,19.0,-0.5,underestimated
982,Jira,0,4,0,0,0,Suggestion,Major,17.0,-0.75,underestimated
984,Jira,0,5,1,0,1,Bug,High,23.0,-0.6666666666666666,underestimated
985,Jira,0,0,0,0,0,Bug,Medium,19.0,-0.5,underestimated
987,Jira,0,1,2,0,2,Bug,Low,22.0,-0.3333333333333333,underestimated
992,Jira,0,7,4,2,2,Bug,Low,24.0,-0.4,underestimated
994,Jira,0,0,1,1,0,Bug,Medium,17.0,-0.723404255319149,underestimated
1000,Jira,0,13,1,1,0,Suggestion,Major,26.0,-0.8,underestimated
1003,Jira,0,10,1,1,0,Suggestion,Major,23.0,-0.5,underestimated
1006,Jira,0,0,1,1,0,Suggestion,Major,15.0,-0.3333333333333333,underestimated
1008,Jira,0,1,1,1,0,Bug,Medium,21.0,-0.2222222222222222,underestimated
1009,Jira,0,2,1,0,1,Bug,Medium,21.0,-0.6666666666666666,underestimated
1017,Jira,0,2,0,0,0,Suggestion,Major,15.0,-0.4,underestimated
1019,Jira,0,2,0,0,0,Bug,Low,20.0,-0.4,underestimated
1021,Jira,0,2,0,0,0,Bug,Medium,20.0,-0.4,underestimated
1024,Jira,0,13,7,0,7,Bug,Medium,28.0,-0.4,underestimated
1025,Jira,0,0,0,0,0,Suggestion,Major,15.0,-0.875,underestimated
1026,Jira,0,1,0,0,0,Bug,Medium,23.0,-0.8571428571428571,underestimated
1029,Jira,0,1,1,0,1,Support Request,Low,12.0,-0.5,underestimated
1031,Jira,0,3,2,1,1,Suggestion,Major,33.0,-0.3333333333333333,underestimated
1032,Jira,0,13,1,0,1,Suggestion,Major,25.0,-0.8,underestimated
1034,Jira,0,0,1,1,0,Suggestion,Major,25.0,-0.9986468200270636,underestimated
1035,Jira,0,0,1,0,1,Suggestion,Major,28.0,-0.75,underestimated
1040,Jira,0,0,4,1,3,Suggestion,Major,23.0,-0.67828418230563,underestimated
1041,Jira,0,0,4,2,2,Bug,Low,31.0,-0.8571428571428571,underestimated
1043,Jira,0,0,0,0,0,Suggestion,Major,17.0,-0.6666666666666666,underestimated
1050,Jira,0,0,0,0,0,Bug,Low,16.0,-0.5,underestimated
1052,Jira,0,6,0,0,0,Bug,Medium,16.0,-0.8775510204081632,underestimated
1053,Jira,0,2,0,0,0,Bug,Low,10.0,-0.8,underestimated
1057,Jira,0,1,0,0,0,Bug,Medium,14.0,-0.5,underestimated
1058,Jira,0,0,0,0,0,Suggestion,Major,13.0,-0.875,underestimated
1059,Jira,0,0,2,0,2,Suggestion,Major,23.0,-0.992,underestimated
1060,Jira,0,1,1,0,1,Suggestion,Major,10.0,-0.75,underestimated
1064,Jira,0,1,2,2,0,Suggestion,Major,27.0,-0.36363636363636365,underestimated
1071,Jira,0,0,0,0,0,Bug,Medium,10.0,-0.5,underestimated
1072,Jira,0,0,0,0,0,Bug,Medium,10.0,-0.5,underestimated
1074,Jira,0,0,0,0,0,Suggestion,Major,12.0,-0.3333333333333333,underestimated
1076,Jira,0,0,1,0,1,Suggestion,Major,9.0,-0.75,underestimated
1077,Jira,0,0,1,0,1,Suggestion,Major,13.0,-0.9333333333333333,underestimated
1078,Jira,0,0,1,0,1,Suggestion,Major,12.0,-0.3333333333333333,underestimated
1079,Jira,0,0,1,0,1,Suggestion,Major,12.0,-0.75,underestimated
1080,Jira,0,0,1,0,1,Suggestion,Major,12.0,-0.75,underestimated
1081,Jira,0,1,1,0,1,Suggestion,Major,14.0,-0.75,underestimated
1082,Jira,0,1,1,0,1,Suggestion,Major,17.0,-0.8571428571428571,underestimated
1083,Jira,0,1,1,0,1,Suggestion,Major,8.0,-0.5,underestimated
1084,Jira,0,0,1,1,0,Suggestion,Major,21.0,-0.4,underestimated
1085,Jira,0,0,1,0,1,Suggestion,Major,12.0,-0.6,underestimated
1086,Jira,0,0,1,0,1,Suggestion,Major,12.0,-0.5,underestimated
1087,Jira,0,0,1,0,1,Suggestion,Major,13.0,-0.5,underestimated
1088,Jira,0,0,1,0,1,Suggestion,Major,10.0,-0.5,underestimated
1090,Jira,0,1,0,0,0,Suggestion,Major,12.0,-0.6666666666666666,underestimated
1091,Jira,0,0,1,0,1,Suggestion,Major,14.0,-0.4,underestimated
1092,Jira,0,1,1,0,1,Suggestion,Major,16.0,-0.8,underestimated
1093,Jira,0,0,1,0,1,Suggestion,Major,14.0,-0.5,underestimated
1094,Jira,0,2,1,0,1,Suggestion,Major,17.0,-0.8666666666666667,underestimated
1095,Jira,0,0,1,0,1,Suggestion,Major,18.0,-0.896551724137931,underestimated
1096,Jira,0,0,1,0,1,Suggestion,Major,17.0,-0.5454545454545454,underestimated
1099,Jira,0,0,1,0,1,Suggestion,Major,25.0,-0.9,underestimated
1100,Jira,0,0,1,0,1,Suggestion,Major,19.0,-0.6666666666666666,underestimated
1103,Jira,0,2,1,1,0,Suggestion,Major,19.0,-0.8125,underestimated
1104,Jira,0,0,0,0,0,Suggestion,Major,17.0,-0.8,underestimated
1106,Jira,0,2,11,11,0,Suggestion,Major,38.0,-0.8888888888888888,underestimated
1108,Jira,0,0,2,2,0,Suggestion,Major,12.0,-0.2222222222222222,underestimated
1109,Jira,0,0,0,0,0,Bug,Medium,12.0,-0.4,underestimated
1111,Jira,0,3,4,2,2,Suggestion,Major,22.0,-0.8571428571428571,underestimated
1112,Jira,0,2,2,0,2,Bug,Low,13.0,-0.2857142857142857,underestimated
1113,Jira,0,0,1,0,1,Suggestion,Major,11.0,-0.6666666666666666,underestimated
1114,Jira,0,3,1,0,1,Suggestion,Major,16.0,-0.5454545454545454,underestimated
1116,Jira,0,2,0,0,0,Suggestion,Major,10.0,-0.04081632653061224,underestimated
1117,Jira,0,0,0,0,0,Bug,Medium,9.0,-0.5,underestimated
1119,Jira,0,3,0,0,0,Suggestion,Major,12.0,-0.5,underestimated
1124,Jira,0,2,0,0,0,Suggestion,Major,14.0,-0.8571428571428571,underestimated
1129,Jira,0,1,0,0,0,Suggestion,Major,14.0,-0.8888888888888888,underestimated
1130,Jira,0,2,0,0,0,Suggestion,Major,11.0,-0.6666666666666666,underestimated
1135,Jira,0,1,0,0,0,Bug,Medium,6.0,-0.6666666666666666,underestimated
1136,Jira,0,2,2,0,2,Suggestion,Major,19.0,-0.2857142857142857,underestimated
1142,Jira,0,3,0,0,0,Bug,Low,17.0,-0.2222222222222222,underestimated
1145,Jira,0,0,0,0,0,Suggestion,Major,16.0,-0.5071868583162218,underestimated
1146,Jira,0,1,0,0,0,Suggestion,Major,27.0,-0.4103194103194103,underestimated
1149,Jira,0,11,0,0,0,Bug,High,34.0,-0.9176389842141386,underestimated
1155,Jira,0,5,1,0,1,Suggestion,Major,35.0,-0.8529411764705882,underestimated
1165,Jira,0,0,0,0,0,Bug,Low,14.0,-0.23076923076923078,underestimated
1167,Jira,0,0,0,0,0,Bug,Low,15.0,-0.4230769230769231,underestimated
1170,Jira,0,0,0,0,0,Bug,Low,18.0,-0.2857142857142857,underestimated
1171,Jira,0,2,0,0,0,Suggestion,Major,16.0,-0.9444444444444444,underestimated
1172,Jira,0,0,0,0,0,Bug,Low,10.0,-0.8571428571428571,underestimated
1173,Jira,0,1,1,0,1,Suggestion,Major,11.0,-0.8333333333333334,underestimated
1174,Jira,0,0,1,0,1,Suggestion,Major,18.0,-0.8333333333333334,underestimated
1175,Jira,0,0,1,0,1,Suggestion,Major,24.0,-0.4339622641509434,underestimated
1176,Jira,0,1,0,0,0,Bug,Low,15.0,-0.8,underestimated
1177,Jira,0,0,0,0,0,Suggestion,Major,16.0,-0.6984924623115578,underestimated
1178,Jira,0,1,0,0,0,Bug,Low,13.0,-0.8,underestimated
1180,Jira,0,2,0,0,0,Bug,Medium,21.0,-0.8026315789473685,underestimated
1181,Jira,0,0,0,0,0,Bug,Low,12.0,-0.8333333333333334,underestimated
1182,Jira,0,1,0,0,0,Bug,Low,16.0,-0.9090909090909091,underestimated
1183,Jira,0,3,0,0,0,Bug,Low,16.0,-0.6666666666666666,underestimated
1184,Jira,0,0,1,0,1,Suggestion,Major,18.0,-0.9333333333333333,underestimated
1185,Jira,0,1,1,0,1,Bug,Low,19.0,-0.8771929824561403,underestimated
1186,Jira,0,2,0,0,0,Bug,Low,10.0,-0.8,underestimated
1187,Jira,0,0,0,0,0,Bug,Medium,15.0,-0.6666666666666666,underestimated
1188,Jira,0,1,0,0,0,Bug,Low,17.0,-0.7909407665505227,underestimated
1189,Jira,0,5,0,0,0,Suggestion,Major,18.0,-0.6666666666666666,underestimated
1190,Jira,0,1,0,0,0,Bug,Low,17.0,-0.15384615384615385,underestimated
1191,Jira,0,1,1,0,1,Bug,Low,19.0,-0.3684210526315789,underestimated
1192,Jira,0,2,0,0,0,Bug,Low,16.0,-0.2222222222222222,underestimated
1193,Jira,0,2,1,1,0,Suggestion,Major,20.0,-0.9333333333333333,underestimated
1194,Jira,0,0,1,0,1,Suggestion,Major,13.0,-0.7142857142857143,underestimated
1195,Jira,0,0,1,0,1,Suggestion,Major,16.0,-0.8235294117647058,underestimated
1200,Jira,0,1,1,0,1,Suggestion,Major,17.0,-0.6551724137931034,underestimated
1201,Jira,0,2,1,0,1,Suggestion,Major,29.0,-0.7777777777777778,underestimated
1202,Jira,0,1,0,0,0,Suggestion,Major,22.0,-0.72,underestimated
1203,Jira,0,1,0,0,0,Suggestion,Major,26.0,-0.9403973509933775,underestimated
1208,Jira,0,0,0,0,0,Suggestion,Major,16.0,-0.7692307692307693,underestimated
1209,Jira,0,0,1,1,0,Suggestion,Major,18.0,-0.75,underestimated
1211,Jira,0,0,2,1,1,Suggestion,Major,32.0,-0.7837837837837838,underestimated
1213,Jira,0,0,2,0,2,Suggestion,Major,27.0,-0.6666666666666666,underestimated
1214,Jira,0,0,5,5,0,Suggestion,Major,41.0,-0.9565217391304348,underestimated
1215,Jira,0,2,5,4,1,Suggestion,Major,30.0,-0.7878787878787878,underestimated
1218,Jira,0,0,0,0,0,Suggestion,Major,12.0,-0.6666666666666666,underestimated
1219,Jira,0,0,0,0,0,Bug,Medium,20.0,-0.8823529411764706,underestimated
1220,Jira,0,0,1,1,0,Bug,Low,12.0,-0.9333333333333333,underestimated
1221,Jira,0,0,0,0,0,Bug,Highest,14.0,-0.4,underestimated
1222,Jira,0,0,0,0,0,Bug,Low,13.0,-0.75,underestimated
1225,Jira,0,0,0,0,0,Bug,Low,15.0,-0.3333333333333333,underestimated
1227,Jira,0,0,0,0,0,Bug,Medium,15.0,-0.5488721804511278,underestimated
1228,Jira,0,10,2,0,2,Bug,Low,39.0,-0.6666666666666666,underestimated
1229,Jira,0,0,0,0,0,Suggestion,Major,16.0,-0.9166666666666666,underestimated
1230,Jira,0,0,0,0,0,Bug,Medium,17.0,-0.9583333333333334,underestimated
1232,Jira,0,0,0,0,0,Suggestion,Major,23.0,-0.8,underestimated
1236,Jira,0,0,0,0,0,Suggestion,Major,21.0,-0.75,underestimated
1238,Jira,0,3,0,0,0,Bug,High,22.0,-0.4,underestimated
1241,Jira,0,0,0,0,0,Bug,Low,15.0,-0.9333333333333333,underestimated
1243,Jira,0,0,0,0,0,Bug,Low,12.0,-0.5,underestimated
1246,Jira,0,0,1,0,1,Suggestion,Major,15.0,-0.3333333333333333,underestimated
1247,Jira,0,2,0,0,0,Bug,Medium,17.0,-0.5,underestimated
1248,Jira,0,0,0,0,0,Bug,Low,20.0,-0.75,underestimated
1249,Jira,0,0,0,0,0,Bug,Medium,14.0,-0.6666666666666666,underestimated
1250,Jira,0,0,1,0,1,Suggestion,Major,17.0,-0.5555555555555556,underestimated
1251,Jira,0,0,1,0,1,Suggestion,Major,17.0,-0.75,underestimated
1252,Jira,0,0,1,0,1,Suggestion,Major,17.0,-0.8,underestimated
1255,Jira,0,0,0,0,0,Bug,Low,18.0,-0.6666666666666666,underestimated
1256,Jira,0,0,0,0,0,Bug,Highest,15.0,-0.7692307692307693,underestimated
1257,Jira,0,2,0,0,0,Suggestion,Major,30.0,-0.7530864197530864,underestimated
1259,Jira,0,1,0,0,0,Bug,Medium,16.0,-0.6666666666666666,underestimated
1260,Jira,0,1,0,0,0,Bug,Medium,24.0,-0.25311203319502074,underestimated
1264,Jira,0,0,1,0,1,Suggestion,Major,16.0,-0.6666666666666666,underestimated
1265,Jira,0,0,1,0,1,Suggestion,Major,17.0,-0.9333333333333333,underestimated
1266,Jira,0,0,1,0,1,Suggestion,Major,22.0,-0.8571428571428571,underestimated
1270,Jira,0,2,0,0,0,Suggestion,Major,21.0,-0.3333333333333333,underestimated
1272,Jira,0,0,0,0,0,Suggestion,Major,15.0,-0.4,underestimated
1273,Jira,0,0,0,0,0,Suggestion,Major,15.0,-0.75,underestimated
1274,Jira,0,5,0,0,0,Bug,Medium,19.0,-0.6666666666666666,underestimated
1275,Jira,0,1,0,0,0,Bug,Medium,18.0,-0.2222222222222222,underestimated
1278,Jira,0,0,1,0,1,Suggestion,Major,22.0,-0.9875,underestimated
1279,Jira,0,1,0,0,0,Suggestion,Major,22.0,-0.7969924812030075,underestimated
1281,Jira,0,0,0,0,0,Suggestion,Major,23.0,-0.47619047619047616,underestimated
1283,Jira,0,0,2,0,2,Suggestion,Major,22.0,-0.896551724137931,underestimated
1284,Jira,0,0,0,0,0,Suggestion,Major,15.0,-0.3548387096774194,underestimated
1285,Jira,0,1,0,0,0,Suggestion,Major,33.0,-0.7692307692307693,underestimated
1286,Jira,0,0,0,0,0,Suggestion,Major,15.0,-0.8571428571428571,underestimated
1287,Jira,0,3,0,0,0,Suggestion,Major,18.0,-0.8571428571428571,underestimated
1289,Jira,0,0,1,0,1,Suggestion,Major,21.0,-0.8571428571428571,underestimated
1290,Jira,0,0,1,0,1,Suggestion,Major,21.0,-0.75,underestimated
1291,Jira,0,0,1,0,1,Suggestion,Major,20.0,-0.95,underestimated
1292,Jira,0,2,5,4,1,Suggestion,Major,39.0,-0.6963562753036437,underestimated
1293,Jira,0,0,1,0,1,Suggestion,Major,16.0,-0.6666666666666666,underestimated
1294,Jira,0,0,1,0,1,Bug,Medium,21.0,-0.8811881188118812,underestimated
1295,Jira,0,0,0,0,0,Bug,Medium,18.0,-0.4,underestimated
1296,Jira,0,1,0,0,0,Suggestion,Major,29.0,-0.7692307692307693,underestimated
1298,Jira,0,0,0,0,0,Bug,Medium,14.0,-0.5,underestimated
1299,Jira,0,0,1,0,1,Suggestion,Major,15.0,-0.8,underestimated
1300,Jira,0,0,1,0,1,Suggestion,Major,15.0,-0.5882352941176471,underestimated
1301,Jira,0,0,1,0,1,Suggestion,Major,17.0,-0.8,underestimated
1302,Jira,0,0,1,0,1,Suggestion,Major,19.0,-0.995475113122172,underestimated
1303,Jira,0,2,1,0,1,Suggestion,Major,16.0,-0.9916666666666667,underestimated
1304,Jira,0,3,1,0,1,Suggestion,Major,19.0,-0.9947643979057592,underestimated
1306,Jira,0,0,1,0,1,Suggestion,Major,28.0,-0.8433734939759037,underestimated
1307,Jira,0,1,1,0,1,Suggestion,Major,18.0,-0.9285714285714286,underestimated
1308,Jira,0,0,0,0,0,Suggestion,Major,19.0,-0.5,underestimated
1310,Jira,0,1,1,0,1,Suggestion,Major,50.0,-0.9831763122476447,underestimated
1311,Jira,0,2,1,0,1,Suggestion,Major,37.0,-0.9853658536585366,underestimated
1312,Jira,0,0,1,0,1,Suggestion,Major,16.0,-0.5,underestimated
1313,Jira,0,2,1,0,1,Suggestion,Major,15.0,-0.8571428571428571,underestimated
1314,Jira,0,0,0,0,0,Bug,Low,14.0,-0.7692307692307693,underestimated
1316,Jira,0,5,0,0,0,Suggestion,Major,35.0,-0.22580645161290322,underestimated
1320,Jira,0,0,1,1,0,Suggestion,Major,17.0,-0.2222222222222222,underestimated
1325,Jira,0,4,0,0,0,Suggestion,Major,19.0,-0.5,underestimated
1333,Jira,0,2,0,0,0,Suggestion,Major,19.0,-0.5,underestimated
1340,Jira,0,22,3,2,1,Bug,Medium,51.0,-0.5454545454545454,underestimated
1341,Jira,0,10,6,1,5,Bug,Medium,60.0,-0.2857142857142857,underestimated
1347,Jira,0,1,0,0,0,Suggestion,Major,16.0,-0.6666666666666666,underestimated
1348,Jira,0,1,0,0,0,Suggestion,Major,11.0,-0.5714285714285714,underestimated
1353,Jira,3,2,0,0,0,Suggestion,Major,19.0,-0.7894736842105263,underestimated
1356,Jira,0,0,0,0,0,Suggestion,Major,14.0,-0.8,underestimated
1357,Jira,3,0,0,0,0,Suggestion,Major,13.0,-0.8947368421052632,underestimated
1359,Jira,0,7,0,0,0,Sub-task,Medium,14.0,-0.75,underestimated
1360,Jira,1,3,0,0,0,Suggestion,Major,20.0,-0.8181818181818182,underestimated
1361,Jira,0,0,0,0,0,Suggestion,Major,13.0,-0.6666666666666666,underestimated
1362,Jira,0,0,2,1,1,Suggestion,Major,17.0,-0.4,underestimated
1364,Jira,0,1,1,0,1,Sub-task,Medium,18.0,-0.5,underestimated
1365,Jira,4,1,1,0,1,Suggestion,Major,16.0,-0.75,underestimated
1366,Jira,1,2,0,0,0,Suggestion,Major,14.0,-0.9375,underestimated
1367,Jira,0,3,0,0,0,Sub-task,Medium,18.0,-0.6,underestimated
1368,Jira,0,0,0,0,0,Suggestion,Major,9.0,-0.8,underestimated
1371,Jira,0,1,0,0,0,Suggestion,Major,13.0,-0.4,underestimated
1372,Jira,0,1,1,0,1,Bug,Medium,16.0,-0.5,underestimated
1373,Jira,0,1,0,0,0,Suggestion,Major,16.0,-0.36363636363636365,underestimated
1375,Jira,0,4,1,0,1,Sub-task,Medium,21.0,-0.7142857142857143,underestimated
1381,Jira,0,3,0,0,0,Sub-task,Medium,21.0,-0.8095238095238095,underestimated
1383,Jira,0,7,0,0,0,Suggestion,Major,17.0,-0.5,underestimated
1384,Jira,0,2,0,0,0,Sub-task,Medium,16.0,-0.9565217391304348,underestimated
1385,Jira,0,0,0,0,0,Sub-task,Medium,17.0,-0.3333333333333333,underestimated
1388,Jira,0,1,0,0,0,Suggestion,Major,17.0,-0.5,underestimated
1390,Jira,0,3,0,0,0,Suggestion,Major,23.0,-0.8,underestimated
1393,Jira,0,3,0,0,0,Suggestion,Major,21.0,-0.7770700636942676,underestimated
1394,Jira,0,0,0,0,0,Bug,Medium,9.0,-0.5,underestimated
1397,Jira,0,5,0,0,0,Bug,Low,12.0,-0.8333333333333334,underestimated
1398,Jira,0,1,0,0,0,Bug,Highest,6.0,-0.5,underestimated
1400,Jira,0,0,2,0,2,Bug,Medium,14.0,-0.7027027027027027,underestimated
1401,Jira,0,2,0,0,0,Suggestion,Major,21.0,-0.6666666666666666,underestimated
1402,Jira,0,1,0,0,0,Sub-task,Medium,13.0,-0.5,underestimated
1410,Jira,0,0,0,0,0,Sub-task,Medium,13.0,-0.5,underestimated
1412,Jira,0,3,0,0,0,Suggestion,Major,30.0,-0.75,underestimated
1419,Jira,0,3,1,1,0,Suggestion,Major,15.0,-0.6666666666666666,underestimated
1424,Jira,0,2,1,0,1,Bug,Low,19.0,-0.6666666666666666,underestimated
1427,Jira,0,1,0,0,0,Bug,Low,17.0,-0.6666666666666666,underestimated
1428,Jira,0,4,0,0,0,Bug,High,28.0,-0.9285714285714286,underestimated
1430,Jira,0,0,1,1,0,Suggestion,Major,19.0,-0.6666666666666666,underestimated
1434,Jira,0,0,0,0,0,Suggestion,Major,15.0,-0.5,underestimated
1437,Jira,0,2,0,0,0,Suggestion,Major,21.0,-0.4,underestimated
1438,Jira,0,0,1,0,1,Suggestion,Major,15.0,-0.6666666666666666,underestimated
1439,Jira,0,1,2,2,0,Suggestion,Major,20.0,-0.4,underestimated
1442,Jira,0,0,1,1,0,Bug,Medium,18.0,-0.6666666666666666,underestimated
1443,Jira,0,2,1,0,1,Suggestion,Major,23.0,-0.8,underestimated
1444,Jira,0,4,3,1,2,Suggestion,Major,21.0,-0.8888888888888888,underestimated
1445,Jira,0,9,2,1,1,Suggestion,Major,25.0,-0.75,underestimated
1446,Jira,0,0,1,0,1,Suggestion,Major,17.0,-0.6666666666666666,underestimated
1449,Jira,0,1,1,0,1,Suggestion,Major,14.0,-0.3333333333333333,underestimated
1450,Jira,0,1,1,0,1,Suggestion,Major,19.0,-0.8333333333333334,underestimated
1451,Jira,0,0,1,0,1,Suggestion,Major,16.0,-0.6,underestimated
1452,Jira,0,0,1,0,1,Suggestion,Major,19.0,-0.8571428571428571,underestimated
1453,Jira,0,2,1,0,1,Suggestion,Major,20.0,-0.875,underestimated
1455,Jira,0,1,1,0,1,Suggestion,Major,16.0,-0.6666666666666666,underestimated
1457,Jira,0,8,0,0,0,Bug,Medium,21.0,-0.8888888888888888,underestimated
1459,Jira,0,4,1,0,1,Suggestion,Major,28.0,-0.5,underestimated
1460,Jira,0,1,0,0,0,Suggestion,Major,19.0,-0.7924528301886793,underestimated
1462,Jira,0,4,0,0,0,Suggestion,Major,29.0,-0.896551724137931,underestimated
1465,Jira,0,0,1,0,1,Suggestion,Major,22.0,-0.75,underestimated
1466,Jira,0,1,0,0,0,Suggestion,Major,12.0,-0.6740331491712708,underestimated
1467,Jira,0,7,1,1,0,Bug,Medium,15.0,-0.4,underestimated
1468,Jira,0,17,1,0,1,Suggestion,Major,28.0,-0.8571428571428571,underestimated
1470,Jira,0,1,2,1,1,Bug,Low,19.0,-0.6666666666666666,underestimated
1472,Jira,0,4,2,1,1,Bug,Medium,13.0,-0.5,underestimated
1473,Jira,0,3,0,0,0,Bug,Medium,13.0,-0.5,underestimated
1476,Jira,0,0,0,0,0,Suggestion,Major,15.0,-0.6666666666666666,underestimated
1477,Jira,0,0,0,0,0,Suggestion,Major,14.0,-0.8,underestimated
1481,Jira,0,0,0,0,0,Bug,Medium,13.0,-0.6666666666666666,underestimated
1482,Jira,0,4,1,1,0,Bug,Medium,15.0,-0.6666666666666666,underestimated
1485,Jira,0,0,0,0,0,Suggestion,Major,16.0,-0.8571428571428571,underestimated
1486,Jira,0,0,0,0,0,Bug,Low,13.0,-0.6666666666666666,underestimated
1500,Sakai,0,10,3,0,3,Bug,Major,17.0,-0.03278688524590164,underestimated
1513,Sakai,0,1,0,0,0,Sub-task,Major,6.0,-0.6666666666666666,underestimated
1514,Sakai,0,6,0,0,0,Sub-task,Major,12.0,-0.4,underestimated
1516,Sakai,0,8,1,0,1,Bug,Major,20.0,-0.8947368421052632,underestimated
1517,Sakai,0,6,0,0,0,Task,Minor,11.0,-0.5,underestimated
1522,Sakai,0,0,0,0,0,Task,Major,11.0,-0.6666666666666666,underestimated
1523,Sakai,0,1,0,0,0,Bug,Critical,7.0,-0.5454545454545454,underestimated
1525,Sakai,0,11,0,0,0,Bug,Major,12.0,-0.7692307692307693,underestimated
1526,Sakai,1,3,0,0,0,Task,Major,9.0,-0.5,underestimated
1559,Apache,0,10,3,2,1,Bug,Major,54.0,-0.4430379746835443,underestimated
1561,Apache,0,27,0,0,0,Sub-task,Major,19.0,-0.5,underestimated
1566,Apache,7,6,1,1,0,Task,Critical,11.0,-0.7142857142857143,underestimated
1567,Apache,0,4,0,0,0,Bug,Major,10.0,-0.5,underestimated
1568,Apache,0,7,0,0,0,Improvement,Major,17.0,-0.8372093023255814,underestimated
1569,Apache,0,15,2,0,2,Improvement,Major,20.0,-0.5,underestimated
1571,Apache,0,3,0,0,0,Bug,Blocker,13.0,-0.5,underestimated
1576,Apache,0,1,0,0,0,Sub-task,Blocker,10.0,-0.3333333333333333,underestimated
1583,Apache,0,6,0,0,0,Sub-task,Major,6.0,-0.75,underestimated
1591,Apache,0,7,0,0,0,Bug,Minor,7.0,-0.5,underestimated
1605,Apache,0,53,0,0,0,Bug,Major,60.0,-0.5103448275862069,underestimated
1606,Apache,0,58,2,1,1,Bug,Major,15.0,-0.8333333333333334,underestimated
1608,Apache,0,1,0,0,0,Task,Major,15.0,-0.9565217391304348,underestimated
1609,Apache,0,2,1,0,1,New Feature,Minor,11.0,-0.4,underestimated
1631,Apache,0,8,1,0,1,Bug,Major,9.0,-0.5,underestimated
1634,Apache,0,0,0,0,0,Sub-task,Trivial,1.0,-0.9166666666666666,underestimated
1635,Apache,0,1,0,0,0,Bug,Minor,3.0,-0.6666666666666666,underestimated
1636,Apache,0,0,0,0,0,Sub-task,Major,3.0,-0.6666666666666666,underestimated
1637,Apache,0,0,0,0,0,Sub-task,Major,3.0,-0.6666666666666666,underestimated
1638,Apache,0,1,0,0,0,Sub-task,Major,4.0,-0.5,underestimated
1641,Apache,0,0,0,0,0,Sub-task,Major,6.0,-0.5714285714285714,underestimated
1642,Apache,0,1,0,0,0,Sub-task,Major,8.0,-0.9090909090909091,underestimated
1647,Apache,0,3,0,0,0,Bug,Major,8.0,-0.6666666666666666,underestimated
1648,Apache,0,3,0,0,0,Bug,Minor,6.0,-0.6666666666666666,underestimated
1651,Apache,0,1,0,0,0,Sub-task,Major,5.0,-0.4,underestimated
1652,Apache,0,1,0,0,0,Sub-task,Major,5.0,-0.6666666666666666,underestimated
1653,Apache,0,1,0,0,0,Sub-task,Major,5.0,-0.8,underestimated
1654,Apache,0,6,0,0,0,Sub-task,Major,8.0,-0.8444444444444444,underestimated
1655,Apache,0,1,0,0,0,Sub-task,Major,5.0,-0.4,underestimated
1657,Apache,0,1,0,0,0,Sub-task,Minor,3.0,-0.5,underestimated
1658,Apache,0,10,0,0,0,Improvement,Major,8.0,-0.8888888888888888,underestimated
1659,Apache,0,5,0,0,0,Sub-task,Major,7.0,-0.8888888888888888,underestimated
1660,Apache,0,4,0,0,0,Sub-task,Major,9.0,-0.6666666666666666,underestimated
1663,Apache,0,4,2,0,2,Bug,Critical,7.0,-0.5,underestimated
1665,Apache,0,4,0,0,0,Bug,Critical,4.0,-0.9833333333333333,underestimated
1666,Apache,0,3,0,0,0,Bug,Major,8.0,-0.8571428571428571,underestimated
1667,Apache,0,6,0,0,0,Bug,Minor,4.0,-0.6666666666666666,underestimated
1671,Apache,0,13,1,1,0,Bug,Major,8.0,-0.75,underestimated
1672,Apache,0,9,1,0,1,Bug,Major,4.0,-0.8,underestimated
1694,Apache,0,8,1,1,0,Sub-task,Minor,10.0,-0.5,underestimated
1695,Apache,0,9,0,0,0,Sub-task,Major,8.0,-0.6206896551724138,underestimated
1696,Apache,0,11,2,1,1,Bug,Major,20.0,-0.9298245614035088,underestimated
1704,Apache,0,17,1,0,1,New Feature,Critical,16.0,-0.6,underestimated
1712,Apache,0,11,1,0,1,Bug,Minor,12.0,-0.6,underestimated
1715,Apache,0,10,1,0,1,Bug,Critical,12.0,-0.6666666666666666,underestimated
1720,Apache,0,12,1,1,0,Bug,Major,12.0,-0.8571428571428571,underestimated
1721,Apache,0,7,2,0,2,Bug,Major,9.0,-0.6666666666666666,underestimated
1726,Apache,0,12,0,0,0,Improvement,Major,12.0,-0.9333333333333333,underestimated
1729,Apache,0,6,0,0,0,Bug,Major,10.0,-0.6666666666666666,underestimated
1730,Apache,0,17,4,3,1,Improvement,Minor,18.0,-0.38461538461538464,underestimated
