,repo_name,subtasks,comments,issue_link_count,outward_count,inward_count,issue_type,priority,log_change_count,estimation_error,estimate_class
1731,Apache,0,19,3,1,2,Bug,Major,31.0,-0.4,underestimated
1734,Apache,0,18,1,1,0,Sub-task,Major,46.0,-0.8313253012048193,underestimated
1739,Apache,0,7,1,1,0,Task,Major,13.0,-0.9565217391304348,underestimated
1740,Apache,0,9,2,1,1,Sub-task,Critical,9.0,-0.6666666666666666,underestimated
1741,Apache,0,6,4,3,1,New Feature,Critical,17.0,-0.6875,underestimated
1742,Apache,0,5,0,0,0,Sub-task,Major,4.0,-0.5,underestimated
1744,Apache,0,1,0,0,0,Sub-task,Major,3.0,-0.5,underestimated
1746,Apache,0,11,0,0,0,Sub-task,Major,4.0,-0.6666666666666666,underestimated
1748,Apache,0,9,1,0,1,Task,Major,17.0,-0.3333333333333333,underestimated
1749,Apache,0,4,0,0,0,Sub-task,Major,7.0,-0.5,underestimated
1751,Apache,0,13,3,1,2,Sub-task,Minor,12.0,-0.8,underestimated
1752,Apache,0,4,1,0,1,Sub-task,Major,12.0,-0.8,underestimated
1753,Apache,0,8,2,0,2,Bug,Major,15.0,-0.6666666666666666,underestimated
1754,Apache,0,2,0,0,0,Improvement,Minor,4.0,-0.5,underestimated
1755,Apache,0,1,0,0,0,New Feature,Major,8.0,-0.6666666666666666,underestimated
1765,Apache,0,1,0,0,0,Sub-task,Major,5.0,-0.8333333333333334,underestimated
1767,Apache,0,1,0,0,0,Sub-task,Minor,7.0,-0.6923076923076923,underestimated
1768,Apache,0,1,0,0,0,Sub-task,Minor,5.0,-0.9791666666666666,underestimated
1770,Apache,0,2,0,0,0,Sub-task,Major,6.0,-0.875,underestimated
1771,Apache,0,12,0,0,0,Sub-task,Major,8.0,-0.6,underestimated
1772,Apache,0,7,3,0,3,Task,Major,14.0,-0.8571428571428571,underestimated
1773,Apache,50,1,3,1,2,Improvement,Minor,15.0,-0.3333333333333333,underestimated
1779,Apache,0,2,0,0,0,New Feature,Major,6.0,-0.25,underestimated
1790,Apache,0,5,0,0,0,Improvement,Major,5.0,-0.6666666666666666,underestimated
1792,Apache,0,13,0,0,0,New Feature,Minor,28.0,-0.9473684210526315,underestimated
1806,Apache,0,1,1,0,1,Improvement,Minor,12.0,-0.6666666666666666,underestimated
1807,Apache,0,1,0,0,0,Improvement,Trivial,9.0,-0.5,underestimated
1814,Apache,0,4,0,0,0,Bug,Critical,20.0,-0.6666666666666666,underestimated
1825,Apache,0,6,0,0,0,Improvement,Minor,63.0,-0.4,underestimated
1857,Apache,0,2,0,0,0,Task,Blocker,7.0,-0.4,underestimated
1859,Apache,0,7,2,0,2,Bug,Major,23.0,-0.75,underestimated
1860,Apache,0,2,0,0,0,Task,Major,16.0,-0.9629629629629629,underestimated
1861,Apache,0,6,0,0,0,Task,Major,15.0,-0.9,underestimated
1862,Apache,0,4,1,1,0,New Feature,Trivial,13.0,-0.8333333333333334,underestimated
1864,Apache,0,1,0,0,0,New Feature,Major,14.0,-0.8431372549019608,underestimated
1867,Apache,0,1,0,0,0,Improvement,Major,11.0,-0.8,underestimated
1868,Apache,0,4,0,0,0,Task,Major,19.0,-0.8571428571428571,underestimated
1871,Apache,0,2,0,0,0,Task,Major,20.0,-0.8461538461538461,underestimated
1872,Apache,0,1,0,0,0,Task,Major,15.0,-0.8571428571428571,underestimated
1875,Apache,0,1,0,0,0,Bug,Major,14.0,-0.8,underestimated
1877,Apache,0,6,1,0,1,New Feature,Major,26.0,-0.5294117647058824,underestimated
1881,Apache,0,3,0,0,0,Task,Major,13.0,-0.9523809523809523,underestimated
1882,Apache,0,5,0,0,0,Task,Major,15.0,-0.6875,underestimated
1883,Apache,0,2,0,0,0,Task,Major,15.0,-0.9565217391304348,underestimated
1887,Apache,0,3,0,0,0,Bug,Major,13.0,-0.6666666666666666,underestimated
1888,Apache,0,3,0,0,0,Task,Major,18.0,-0.3333333333333333,underestimated
1890,Apache,0,23,0,0,0,Improvement,Major,20.0,-0.875,underestimated
1891,Apache,0,4,0,0,0,Improvement,Minor,16.0,-0.4,underestimated
1892,Apache,0,4,0,0,0,Improvement,Major,17.0,-0.6666666666666666,underestimated
1894,Apache,0,0,0,0,0,Improvement,Minor,11.0,-0.6666666666666666,underestimated
1896,Apache,0,1,0,0,0,Task,Major,10.0,-0.2,underestimated
1898,Apache,0,4,0,0,0,Improvement,Minor,15.0,-0.9090909090909091,underestimated
1899,Apache,0,3,0,0,0,Bug,Major,22.0,-0.008298755186721992,underestimated
1904,Apache,0,10,0,0,0,Task,Major,21.0,-0.9230769230769231,underestimated
1907,Apache,0,1,0,0,0,Improvement,Major,12.0,-0.6956521739130435,underestimated
1908,Apache,0,1,0,0,0,Improvement,Minor,14.0,-0.8,underestimated
1910,Apache,0,8,0,0,0,Task,Major,14.0,-0.6206896551724138,underestimated
1913,Apache,0,2,0,0,0,Improvement,Major,21.0,-0.975,underestimated
1915,Apache,0,4,0,0,0,Bug,Major,15.0,-0.75,underestimated
1922,Apache,0,4,0,0,0,Bug,Trivial,3.0,-0.6666666666666666,underestimated
1927,Apache,0,8,0,0,0,Bug,Critical,8.0,-0.3333333333333333,underestimated
1936,Apache,0,24,0,0,0,Improvement,Trivial,35.0,-0.25,underestimated
1948,Apache,0,5,0,0,0,Bug,Blocker,11.0,-0.8,underestimated
1958,Apache,0,1,0,0,0,Bug,Trivial,13.0,-0.8,underestimated
1963,Apache,0,1,1,0,1,Sub-task,Major,11.0,-0.3333333333333333,underestimated
1964,Apache,0,2,1,1,0,Sub-task,Major,12.0,-0.7777777777777778,underestimated
1969,Apache,0,4,0,0,0,Task,Major,13.0,-0.8292682926829268,underestimated
1973,Apache,0,1,0,0,0,Bug,Major,6.0,-0.01639344262295082,underestimated
1975,Apache,0,4,0,0,0,Bug,Major,8.0,-0.5,underestimated
1981,Apache,0,10,2,2,0,Bug,Major,18.0,-0.5,underestimated
1982,Apache,0,5,0,0,0,New Feature,Minor,11.0,-0.8571428571428571,underestimated
1987,Apache,0,0,0,0,0,Improvement,Major,37.0,-0.7525773195876289,underestimated
2008,Apache,0,1,0,0,0,Task,Major,5.0,-0.25,underestimated
2029,Apache,0,7,1,1,0,Improvement,Minor,27.0,-0.8,underestimated
2035,Apache,0,5,1,0,1,New Feature,Critical,70.0,-0.2222222222222222,underestimated
2038,Apache,0,3,0,0,0,Bug,Blocker,27.0,-0.8,underestimated
2040,Apache,0,7,0,0,0,Improvement,Major,9.0,-0.6428571428571429,underestimated
2043,Apache,0,7,1,0,1,New Feature,Major,34.0,-0.8290322580645161,underestimated
2044,Apache,0,8,0,0,0,Bug,Major,9.0,-0.7142857142857143,underestimated
2049,Apache,0,0,0,0,0,Bug,Blocker,5.0,-0.5,underestimated
2057,Apache,0,7,0,0,0,Improvement,Minor,24.0,-0.2222222222222222,underestimated
2063,Apache,0,4,0,0,0,Improvement,Major,22.0,-0.8625592417061612,underestimated
2064,Apache,0,4,1,0,1,Improvement,Minor,38.0,-0.48580441640378547,underestimated
2069,Apache,0,12,1,1,0,Bug,Major,14.0,-0.5083333333333333,underestimated
2096,Apache,0,1,0,0,0,Improvement,P3,7.0,-0.8177339901477833,underestimated
2110,Apache,0,21,3,2,1,Sub-task,Major,25.0,-0.22950819672131148,underestimated
2115,Apache,0,15,0,0,0,Bug,Major,13.0,-0.75,underestimated
2116,Apache,0,21,0,0,0,Bug,Major,26.0,-0.8648648648648649,underestimated
2117,Apache,0,24,3,3,0,Sub-task,Major,26.0,-0.3333333333333333,underestimated
2122,Apache,0,17,0,0,0,New Feature,Major,13.0,-0.25,underestimated
2125,Apache,0,4,1,0,1,Improvement,Major,13.0,-0.75,underestimated
2128,Apache,0,2,0,0,0,Bug,Major,11.0,-0.9583333333333334,underestimated
2131,Apache,0,11,0,0,0,Task,Major,10.0,-0.15384615384615385,underestimated
2141,Apache,0,6,0,0,0,Bug,Major,7.0,-0.5,underestimated
2165,Apache,0,1,1,0,1,Bug,Major,14.0,-0.5,underestimated
2180,Apache,3,51,5,3,2,Bug,Major,34.0,-0.5,underestimated
2187,Apache,0,8,0,0,0,Improvement,Major,8.0,-0.8,underestimated
2190,Apache,0,2,0,0,0,Bug,Major,12.0,-0.6666666666666666,underestimated
2192,Apache,0,2,0,0,0,Bug,Major,11.0,-0.75,underestimated
2193,Apache,0,1,0,0,0,Bug,Major,13.0,-0.5454545454545454,underestimated
2195,Apache,0,2,0,0,0,Improvement,Major,13.0,-0.8571428571428571,underestimated
2198,Apache,0,1,0,0,0,Task,Major,8.0,-0.75,underestimated
2199,Apache,0,1,0,0,0,Sub-task,Major,8.0,-0.4,underestimated
2200,Apache,0,2,0,0,0,Improvement,Major,11.0,-0.9090909090909091,underestimated
2201,Apache,0,1,0,0,0,Task,Major,9.0,-0.3333333333333333,underestimated
2203,Apache,0,4,0,0,0,Bug,Minor,8.0,-0.8,underestimated
2206,Apache,0,2,0,0,0,Improvement,Major,3.0,-0.6666666666666666,underestimated
2208,Apache,0,4,0,0,0,Sub-task,Major,6.0,-0.6666666666666666,underestimated
2212,Apache,0,1,6,6,0,New Feature,Major,10.0,-0.9230769230769231,underestimated
2221,Apache,0,9,0,0,0,Improvement,Low,16.0,-0.3333333333333333,underestimated
2237,Apache,0,3,0,0,0,Bug,Major,6.0,-0.5,underestimated
2254,Apache,0,0,0,0,0,Sub-task,P3,68.0,-0.3448275862068966,underestimated
2260,Apache,0,1,0,0,0,Improvement,P4,12.0,-0.8,underestimated
2266,Apache,0,2,0,0,0,Bug,P1,257.0,-0.8571428571428571,underestimated
2270,Apache,0,6,0,0,0,Improvement,P3,36.0,-0.875,underestimated
2274,Apache,0,3,0,0,0,Bug,P2,14.0,-0.5,underestimated
2291,Apache,0,1,1,0,1,Improvement,P3,15.0,-0.8,underestimated
2309,Apache,0,3,0,0,0,Bug,Major,12.0,-0.75,underestimated
2313,Apache,0,1,0,0,0,Improvement,Minor,10.0,-0.8,underestimated
2316,Apache,0,1,0,0,0,Test,Minor,25.0,-0.9090909090909091,underestimated
2325,Apache,8,18,0,0,0,New Feature,Minor,170.0,-0.8224872626215841,underestimated
2326,Apache,0,1,0,0,0,Improvement,Major,17.0,-0.2857142857142857,underestimated
2335,Apache,0,1,0,0,0,Bug,Major,33.0,-0.18867924528301888,underestimated
2340,Apache,0,4,1,0,1,Improvement,Major,19.0,-0.4,underestimated
2342,Apache,0,2,0,0,0,Improvement,Major,96.0,-0.36363636363636365,underestimated
2343,Apache,0,3,0,0,0,Bug,Minor,12.0,-0.5,underestimated
2357,Apache,0,2,0,0,0,Bug,Minor,4.0,-0.5,underestimated
2361,Apache,0,2,0,0,0,Bug,Major,7.0,-0.4,underestimated
2364,Apache,0,1,0,0,0,Task,Minor,6.0,-0.5,underestimated
2365,Apache,0,4,0,0,0,Bug,Minor,17.0,-0.5,underestimated
2373,Apache,0,26,0,0,0,Bug,Minor,57.0,-0.9090909090909091,underestimated
2376,Apache,0,2,0,0,0,Bug,Major,24.0,-0.2,underestimated
2377,Apache,0,2,0,0,0,Bug,Minor,18.0,-0.2857142857142857,underestimated
2378,Apache,0,0,0,0,0,Improvement,Minor,10.0,-0.5,underestimated
2382,Apache,0,1,0,0,0,Bug,Minor,12.0,-0.8,underestimated
2388,Apache,0,1,0,0,0,Bug,Critical,24.0,-0.11688311688311688,underestimated
2392,Apache,0,1,0,0,0,Task,Major,11.0,-0.04081632653061224,underestimated
2402,Apache,0,2,0,0,0,Improvement,Minor,35.0,-0.875,underestimated
2403,Apache,0,1,1,0,1,Bug,Major,16.0,-0.2620689655172414,underestimated
2405,Apache,0,15,1,0,1,New Feature,Major,53.0,-0.8,underestimated
2406,Apache,0,1,0,0,0,Task,Major,8.0,-0.8571428571428571,underestimated
2407,Apache,0,3,2,1,1,New Feature,Major,16.0,-0.8,underestimated
2408,Apache,0,1,1,1,0,Bug,Major,10.0,-0.6666666666666666,underestimated
2412,Apache,0,10,1,0,1,Bug,Major,187.0,-0.5742574257425742,underestimated
2416,Apache,2,19,3,1,2,Improvement,Major,11.0,-0.3333333333333333,underestimated
2417,SecondLife,0,3,0,0,0,Story,Minor,20.0,-0.9,underestimated
2420,SecondLife,0,0,1,0,1,Story,Major,23.0,-0.9333333333333333,underestimated
2422,SecondLife,0,0,0,0,0,Story,Major,10.0,-0.2608695652173913,underestimated
2426,SecondLife,1,146,1,0,1,Story,Severe,92.0,-0.6666666666666666,underestimated
2429,SecondLife,0,16,0,0,0,Defect,Major,42.0,-0.5,underestimated
2430,SecondLife,0,0,1,0,1,Story,Major,17.0,-0.4,underestimated
2433,SecondLife,0,6,0,0,0,Story,Trivial,26.0,-0.6666666666666666,underestimated
2438,SecondLife,0,1,2,1,1,Story,Minor,17.0,-0.4,underestimated
2440,SecondLife,0,9,0,0,0,Defect,Minor,28.0,-0.7939698492462312,underestimated
2441,SecondLife,0,20,0,0,0,Task,Minor,39.0,-0.95,underestimated
2442,SecondLife,0,16,0,0,0,Defect,Minor,31.0,-0.3333333333333333,underestimated
2443,SecondLife,0,18,1,1,0,Defect,Major,31.0,-0.10071942446043165,underestimated
2445,SecondLife,0,24,0,0,0,Defect,Minor,34.0,-0.945054945054945,underestimated
2446,SecondLife,0,1,0,0,0,Task,Minor,19.0,-0.4,underestimated
2447,SecondLife,0,2,0,0,0,Task,Minor,18.0,-0.3333333333333333,underestimated
2450,SecondLife,0,28,2,1,1,Defect,Major,53.0,-0.8888888888888888,underestimated
2452,SecondLife,0,6,0,0,0,Defect,Minor,10.0,-0.75,underestimated
2454,SecondLife,0,24,0,0,0,Defect,Severe,32.0,-0.0625,underestimated
2455,SecondLife,0,7,0,0,0,Defect,Minor,28.0,-0.42857142857142855,underestimated
2456,SecondLife,0,19,2,0,2,Story,Minor,40.0,-0.2857142857142857,underestimated
2457,SecondLife,0,10,1,0,1,Task,Major,25.0,-0.6666666666666666,underestimated
2459,SecondLife,0,15,1,0,1,Story,Trivial,29.0,-0.4,underestimated
2460,SecondLife,0,23,0,0,0,Defect,Minor,43.0,-0.15384615384615385,underestimated
2462,SecondLife,0,9,0,0,0,Defect,Minor,38.0,-0.866740699611327,underestimated
2466,SecondLife,0,11,0,0,0,Defect,Minor,25.0,-0.4,underestimated
2468,SecondLife,0,4,0,0,0,Defect,Minor,22.0,-0.8,underestimated
2470,SecondLife,0,10,0,0,0,Defect,Minor,46.0,-0.6823529411764706,underestimated
2472,SecondLife,0,9,0,0,0,Task,Minor,31.0,-0.7692307692307693,underestimated
2473,SecondLife,0,25,0,0,0,Task,Minor,31.0,-0.8333333333333334,underestimated
2477,SecondLife,7,20,1,0,1,Story,Minor,34.0,-0.3,underestimated
2479,SecondLife,0,9,0,0,0,Bug,Trivial,18.0,-0.6666666666666666,underestimated
