,subtasks,comments,issue_link_count,outward_count,inward_count,issue_type,priority,log_change_count,estimation_error,estimate_class
3,0,2,1,0,1,Enhancement,4.0,12.0,4.0,overestimated
4,0,4,1,0,1,Sub-task,2.0,12.0,6.0,overestimated
5,0,4,3,1,2,Bug,2.0,12.0,0.6666666666666666,overestimated
10,0,8,0,0,0,Enhancement,2.0,28.0,1.0,overestimated
14,2,3,1,1,0,Feature Request,2.0,7.0,0.6666666666666666,overestimated
16,0,7,3,3,0,Feature Request,2.0,18.0,1.3333333333333333,overestimated
20,0,7,0,0,0,Bug,2.0,6.0,0.5,overestimated
21,0,11,3,2,1,Enhancement,2.0,16.0,0.5,overestimated
30,0,1,0,0,0,Bug,2.0,2.0,0.6666666666666666,overestimated
32,0,1,0,0,0,Bug,2.0,3.0,0.6666666666666666,overestimated
35,0,6,0,0,0,Enhancement,3.0,7.0,3.0,overestimated
46,0,1,0,0,0,Bug,2.0,4.0,0.6666666666666666,overestimated
48,0,1,0,0,0,Bug,2.0,8.0,2.0,overestimated
53,0,3,0,0,0,Enhancement,2.0,9.0,2.2857142857142856,overestimated
65,0,14,1,0,1,Task,1.0,29.0,0.38095238095238093,overestimated
67,0,0,2,0,2,Task,2.0,29.0,7.0,overestimated
68,0,3,2,0,2,Task,2.0,15.0,11.0,overestimated
69,0,3,0,0,0,Task,2.0,6.0,7.0,overestimated
70,0,14,4,0,4,Bug,3.0,38.0,7.0,overestimated
73,0,3,1,0,1,Task,2.0,8.0,1.0,overestimated
75,0,6,0,0,0,Feature Request,2.0,11.0,5.0,overestimated
76,0,7,1,0,1,Feature Request,2.0,19.0,7.0,overestimated
78,0,0,0,0,0,Story,-1.0,7.0,0.18181818181818182,overestimated
84,0,1,0,0,0,Sub-task,2.0,10.0,1.0,overestimated
85,0,1,0,0,0,Sub-task,2.0,8.0,0.3333333333333333,overestimated
88,3,1,0,0,0,Task,2.0,6.0,3.0,overestimated
91,0,2,1,1,0,Bug,2.0,16.0,10.0,overestimated
92,0,8,1,1,0,Bug,2.0,15.0,3.0,overestimated
96,0,4,0,0,0,Bug,3.0,11.0,2.0,overestimated
97,1,9,1,1,0,Task,2.0,36.0,0.4666666666666667,overestimated
99,0,6,2,0,2,Bug,3.0,15.0,8.666666666666666,overestimated
100,0,6,0,0,0,Bug,3.0,23.0,1.0,overestimated
101,0,10,1,1,0,Bug,4.0,32.0,95.0,overestimated
102,0,1,0,0,0,Task,3.0,18.0,3.3333333333333335,overestimated
104,0,1,0,0,0,Feature Request,2.0,26.0,11.333333333333334,overestimated
106,0,4,1,1,0,Task,3.0,11.0,3.0,overestimated
109,0,1,0,0,0,Bug,4.0,5.0,1.5,overestimated
110,0,7,0,0,0,Task,2.0,9.0,1.6666666666666667,overestimated
112,0,3,14,0,14,Task,2.0,78.0,2.0,overestimated
113,0,5,0,0,0,Feature Request,2.0,9.0,1.0,overestimated
121,0,10,1,1,0,Bug,1.0,29.0,0.6666666666666666,overestimated
122,0,9,0,0,0,Bug,0.0,8.0,1.0,overestimated
124,0,16,3,2,1,Component Upgrade,0.0,46.0,3.0,overestimated
125,0,6,0,0,0,Task,2.0,4.0,3.0,overestimated
128,0,10,1,1,0,Bug,1.0,15.0,2.0,overestimated
130,2,19,1,1,0,Task,2.0,48.0,1.2,overestimated
132,0,2,4,3,1,Bug,3.0,42.0,2.0,overestimated
134,0,22,1,0,1,Bug,2.0,20.0,2.0,overestimated
136,0,11,0,0,0,Bug,0.0,17.0,2.0,overestimated
137,0,3,0,0,0,Task,1.0,13.0,19.0,overestimated
138,0,1,1,0,1,Task,2.0,7.0,3.0,overestimated
139,0,5,0,0,0,Bug,2.0,12.0,22.0,overestimated
140,0,4,0,0,0,Task,3.0,7.0,3.3333333333333335,overestimated
142,0,1,0,0,0,Task,2.0,9.0,14.0,overestimated
144,0,12,2,1,1,Task,1.0,22.0,1.0,overestimated
146,0,1,2,1,1,Bug,2.0,15.0,2.0,overestimated
153,0,1,2,0,2,Bug,2.0,21.0,7.0,overestimated
155,0,1,3,2,1,Bug,1.0,22.0,1.0,overestimated
162,0,4,1,1,0,Bug,2.0,19.0,2.0,overestimated
171,0,3,0,0,0,Task,4.0,9.0,46.0,overestimated
172,0,4,0,0,0,Task,2.0,5.0,0.8571428571428571,overestimated
176,5,13,2,0,2,Task,2.0,16.0,16.823529411764707,overestimated
177,0,10,0,0,0,Task,2.0,16.0,8.0,overestimated
178,0,1,1,1,0,Bug,2.0,14.0,14.0,overestimated
180,0,5,0,0,0,Task,3.0,26.0,18.0,overestimated
186,0,1,0,0,0,Bug,2.0,2.0,6.0,overestimated
187,6,4,3,1,2,Task,1.0,19.0,3.0,overestimated
190,0,6,0,0,0,Task,3.0,4.0,3.0,overestimated
191,0,3,0,0,0,Bug,2.0,9.0,14.0,overestimated
197,0,2,1,1,0,Bug,2.0,8.0,239.0,overestimated
204,0,1,0,0,0,Bug,2.0,10.0,1.0,overestimated
208,0,2,0,0,0,Task,1.0,21.0,0.2222222222222222,overestimated
209,0,3,2,2,0,Task,2.0,34.0,1.0,overestimated
211,0,1,0,0,0,Bug,1.0,20.0,2.0,overestimated
212,0,2,0,0,0,Task,2.0,13.0,2.0,overestimated
214,0,8,0,0,0,Bug,2.0,22.0,0.6666666666666666,overestimated
218,0,7,0,0,0,Bug,2.0,28.0,1.0,overestimated
219,0,5,0,0,0,Bug,2.0,18.0,2.8,overestimated
221,0,5,0,0,0,Enhancement,2.0,28.0,0.9090909090909091,overestimated
222,0,1,0,0,0,Bug,3.0,21.0,2.0,overestimated
223,0,7,0,0,0,Bug,2.0,21.0,14.0,overestimated
224,0,1,0,0,0,Bug,2.0,20.0,6.0,overestimated
225,0,3,0,0,0,Bug,2.0,26.0,14.0,overestimated
227,0,1,0,0,0,Enhancement,2.0,13.0,2.2666666666666666,overestimated
228,0,5,1,1,0,Technical task,2.0,17.0,2.923076923076923,overestimated
229,1,0,0,0,0,Bug,2.0,12.0,1.6923076923076923,overestimated
230,3,6,1,1,0,Enhancement,2.0,11.0,2.5714285714285716,overestimated
231,1,5,0,0,0,Bug,2.0,16.0,0.08695652173913043,overestimated
232,1,2,0,0,0,Bug,2.0,8.0,8.666666666666666,overestimated
233,1,1,0,0,0,Enhancement,3.0,17.0,0.18181818181818182,overestimated
234,1,0,0,0,0,Enhancement,3.0,16.0,2.4285714285714284,overestimated
236,0,0,0,0,0,Bug,2.0,12.0,6.0,overestimated
240,0,1,0,0,0,Enhancement,1.0,12.0,3.3333333333333335,overestimated
246,0,0,0,0,0,Task,2.0,17.0,479.0,overestimated
247,0,0,0,0,0,Enhancement,2.0,16.0,2.0,overestimated
248,0,7,0,0,0,Enhancement,2.0,31.0,0.5,overestimated
250,0,8,0,0,0,Bug,2.0,23.0,2.0,overestimated
251,0,4,0,0,0,Enhancement,2.0,26.0,2.0,overestimated
255,0,4,0,0,0,Task,2.0,9.0,1.0,overestimated
261,0,0,1,1,0,Task,2.0,14.0,11.714285714285714,overestimated
264,0,2,0,0,0,Task,2.0,7.0,0.6666666666666666,overestimated
266,0,1,0,0,0,Task,2.0,13.0,2.0,overestimated
267,0,0,2,1,1,Task,2.0,20.0,0.5,overestimated
272,0,0,2,1,1,Task,2.0,23.0,8.0,overestimated
283,0,1,2,2,0,Task,2.0,9.0,0.6666666666666666,overestimated
291,0,6,1,0,1,Task,2.0,28.0,2.0,overestimated
292,0,0,1,0,1,Task,1.0,9.0,1.0,overestimated
293,0,4,0,0,0,Task,2.0,13.0,6.0,overestimated
294,0,7,1,1,0,Enhancement,2.0,21.0,11.333333333333334,overestimated
296,0,14,2,2,0,Bug,0.0,32.0,2.0,overestimated
297,0,9,0,0,0,Feature Request,2.0,36.0,15.0,overestimated
306,3,2,0,0,0,Bug,0.0,13.0,3.0,overestimated
307,2,1,0,0,0,Bug,2.0,10.0,0.6666666666666666,overestimated
311,2,1,0,0,0,Bug,0.0,30.0,2.0,overestimated
315,0,2,0,0,0,Bug,0.0,19.0,2.0,overestimated
321,3,0,0,0,0,Bug,2.0,13.0,0.5,overestimated
325,0,1,0,0,0,Feature Request,2.0,37.0,0.9941291585127201,overestimated
329,0,3,1,1,0,Task,2.0,23.0,2.0,overestimated
336,0,8,0,0,0,Task,2.0,22.0,1.0,overestimated
341,0,7,2,1,1,Enhancement,2.0,20.0,6.0,overestimated
342,0,0,0,0,0,Enhancement,2.0,18.0,2.0,overestimated
348,0,5,0,0,0,Task,2.0,15.0,0.6666666666666666,overestimated
352,0,5,0,0,0,Task,2.0,14.0,2.0,overestimated
359,0,0,1,1,0,Task,2.0,26.0,0.18181818181818182,overestimated
363,0,5,0,0,0,Task,2.0,17.0,1.0,overestimated
365,0,1,0,0,0,Task,2.0,11.0,2.0,overestimated
367,0,2,0,0,0,Task,2.0,14.0,2.0,overestimated
369,0,5,2,1,1,Task,2.0,24.0,6.0,overestimated
373,0,2,0,0,0,Task,2.0,11.0,0.9752066115702479,overestimated
380,0,1,1,0,1,Task,1.0,10.0,2399.0,overestimated
384,0,0,0,0,0,Sub-task,2.0,4.0,4.0,overestimated
386,0,3,0,0,0,Publishing Support,2.0,4.0,0.5,overestimated
392,0,2,0,0,0,Bug,2.0,9.0,1.0,overestimated
393,0,0,0,0,0,Sub-task,2.0,11.0,0.926829268292683,overestimated
398,0,4,0,0,0,Bug,2.0,15.0,0.42857142857142855,overestimated
401,0,1,0,0,0,Sub-task,2.0,14.0,1.3644859813084111,overestimated
402,0,7,0,0,0,Bug,0.0,27.0,13.517241379310345,overestimated
407,0,3,0,0,0,Improvement,2.0,18.0,4.315789473684211,overestimated
410,0,1,0,0,0,Sub-task,2.0,17.0,0.5531914893617021,overestimated
413,0,2,0,0,0,Bug,2.0,15.0,1.75,overestimated
414,0,2,0,0,0,Improvement,2.0,14.0,0.4,overestimated
415,0,1,0,0,0,Bug,0.0,9.0,0.5,overestimated
416,0,2,0,0,0,Sub-task,2.0,13.0,1.8918918918918919,overestimated
423,0,5,0,0,0,Bug,2.0,20.0,1.0,overestimated
428,0,2,0,0,0,Bug,2.0,12.0,1.0,overestimated
434,0,2,0,0,0,Improvement,2.0,23.0,8.786516853932584,overestimated
436,0,3,0,0,0,Bug,2.0,17.0,0.4,overestimated
437,0,1,0,0,0,Improvement,2.0,18.0,1.0,overestimated
439,0,2,1,1,0,Bug,0.0,19.0,0.3076923076923077,overestimated
442,0,0,0,0,0,Improvement,2.0,11.0,14.0,overestimated
444,0,2,0,0,0,Bug,2.0,18.0,0.7272727272727273,overestimated
446,0,1,0,0,0,Bug,0.0,17.0,1.75,overestimated
447,0,1,0,0,0,Bug,2.0,11.0,2.0,overestimated
448,0,1,0,0,0,Bug,3.0,14.0,1.0,overestimated
455,0,0,0,0,0,Sub-task,2.0,14.0,2.4444444444444446,overestimated
456,0,5,0,0,0,Bug,2.0,17.0,1.0,overestimated
460,0,1,0,0,0,Sub-task,2.0,14.0,2.2857142857142856,overestimated
462,0,0,0,0,0,Improvement,3.0,12.0,0.9672131147540983,overestimated
467,0,2,0,0,0,Bug,3.0,20.0,0.3684210526315789,overestimated
473,0,2,0,0,0,Bug,2.0,17.0,0.6470588235294118,overestimated
475,0,3,0,0,0,Improvement,2.0,17.0,4.666666666666667,overestimated
476,0,3,0,0,0,Bug,2.0,19.0,0.4,overestimated
484,0,1,0,0,0,Bug,2.0,13.0,0.8571428571428571,overestimated
485,0,1,0,0,0,Sub-task,2.0,16.0,1.0,overestimated
490,0,3,0,0,0,Bug,2.0,20.0,3.4545454545454546,overestimated
492,0,1,0,0,0,Sub-task,2.0,11.0,0.14285714285714285,overestimated
494,0,3,0,0,0,Bug,2.0,17.0,4.363636363636363,overestimated
495,0,2,0,0,0,Bug,2.0,16.0,16.0,overestimated
496,0,6,0,0,0,Bug,2.0,18.0,6.0,overestimated
499,0,5,0,0,0,Bug,1.0,18.0,4.0,overestimated
501,0,1,0,0,0,Sub-task,2.0,14.0,38.0,overestimated
502,0,1,1,1,0,Improvement,2.0,19.0,0.2222222222222222,overestimated
504,0,2,0,0,0,Bug,2.0,14.0,0.23711340206185566,overestimated
505,0,1,0,0,0,Sub-task,2.0,19.0,2.0,overestimated
506,0,0,0,0,0,Sub-task,2.0,14.0,2.0,overestimated
511,0,2,0,0,0,Sub-task,2.0,21.0,8.666666666666666,overestimated
517,0,3,1,1,0,Bug,2.0,14.0,7.0,overestimated
518,0,1,0,0,0,Sub-task,2.0,18.0,14.0,overestimated
520,0,1,0,0,0,Sub-task,2.0,17.0,0.6666666666666666,overestimated
523,0,2,0,0,0,Improvement,2.0,15.0,5.0,overestimated
527,0,5,0,0,0,Bug,2.0,19.0,0.2857142857142857,overestimated
531,0,3,1,1,0,Bug,0.0,12.0,10.0,overestimated
535,0,4,0,0,0,Bug,2.0,17.0,0.8181818181818182,overestimated
538,2,4,2,2,0,Improvement,2.0,12.0,94.0,overestimated
542,0,6,0,0,0,Sub-task,2.0,21.0,2.0,overestimated
543,0,1,0,0,0,Improvement,2.0,12.0,0.4,overestimated
544,0,1,0,0,0,Improvement,2.0,16.0,23.714285714285715,overestimated
546,3,4,1,0,1,Improvement,2.0,15.0,1.0,overestimated
548,0,4,0,0,0,Improvement,2.0,25.0,2.0,overestimated
579,0,1,0,0,0,Sub-task,2.0,31.0,2.0,overestimated
580,0,1,0,0,0,Sub-task,2.0,31.0,2.0,overestimated
583,0,5,1,0,1,Improvement,2.0,13.0,1.0,overestimated
588,0,0,0,0,0,Bug,2.0,4.0,0.6666666666666666,overestimated
589,0,6,0,0,0,Improvement,1.0,24.0,0.8,overestimated
593,0,1,0,0,0,Improvement,3.0,18.0,0.6666666666666666,overestimated
594,0,1,0,0,0,Task,3.0,29.0,3.0,overestimated
595,0,3,0,0,0,Bug,3.0,29.0,2.4285714285714284,overestimated
596,0,0,0,0,0,Bug,2.0,15.0,1.0,overestimated
597,0,0,0,0,0,Bug,2.0,16.0,1.0,overestimated
598,0,0,0,0,0,Task,2.0,17.0,2.0,overestimated
607,0,1,0,0,0,Bug,2.0,16.0,1.0,overestimated
609,0,0,0,0,0,Bug,2.0,16.0,2.0,overestimated
614,0,2,1,1,0,Improvement,2.0,19.0,4.0,overestimated
615,0,9,3,2,1,Improvement,2.0,23.0,1.0,overestimated
616,0,1,0,0,0,Story,2.0,56.0,5.412213740458015,overestimated
617,0,3,0,0,0,Bug,1.0,7.0,3.0,overestimated
618,0,0,0,0,0,Bug,0.0,13.0,0.3225806451612903,overestimated
624,0,0,0,0,0,Sub-task,2.0,10.0,39.0,overestimated
625,0,0,0,0,0,Task,2.0,17.0,79.0,overestimated
629,0,10,1,0,1,Bug,3.0,33.0,2.0,overestimated
631,0,2,1,0,1,Bug,2.0,27.0,1.0,overestimated
642,0,0,0,0,0,Sub-task,2.0,21.0,0.5,overestimated
647,0,0,0,0,0,New Feature,2.0,18.0,1.0,overestimated
649,0,0,0,0,0,Sub-task,2.0,17.0,1.0,overestimated
650,0,0,0,0,0,Story,2.0,18.0,1.0,overestimated
654,0,4,2,2,0,Bug,2.0,24.0,1.5,overestimated
655,0,1,0,0,0,Improvement,2.0,15.0,3.0,overestimated
658,0,2,0,0,0,Bug,3.0,18.0,4.0,overestimated
660,0,39,4,1,3,Bug,2.0,56.0,1.5,overestimated
663,0,3,0,0,0,Sub-task,2.0,24.0,1.0,overestimated
668,0,0,0,0,0,Task,2.0,9.0,48.526315789473685,overestimated
669,0,1,1,0,1,Sub-task,2.0,9.0,0.6666666666666666,overestimated
678,0,1,0,0,0,Story,2.0,8.0,2.0,overestimated
680,0,11,0,0,0,Task,2.0,24.0,1.0,overestimated
682,0,1,0,0,0,Sub-task,2.0,6.0,9.707317073170731,overestimated
685,0,2,0,0,0,New Feature,3.0,12.0,2.0,overestimated
686,0,3,0,0,0,Sub-task,2.0,10.0,58.0,overestimated
687,3,8,1,1,0,New Feature,2.0,23.0,18.0,overestimated
690,0,2,0,0,0,Technical task,2.0,8.0,3.0,overestimated
693,0,0,0,0,0,Sub-task,0.0,9.0,0.5,overestimated
694,0,0,0,0,0,Sub-task,-1.0,7.0,3.0,overestimated
698,0,0,0,0,0,Task,2.0,9.0,0.5,overestimated
701,0,5,0,0,0,Technical task,2.0,15.0,15.0,overestimated
703,0,4,0,0,0,Sub-task,1.0,19.0,0.6666666666666666,overestimated
705,0,4,0,0,0,Task,3.0,13.0,118.0,overestimated
707,0,4,0,0,0,Sub-task,2.0,12.0,0.5,overestimated
708,0,2,0,0,0,User Story,1.0,15.0,3.0,overestimated
715,0,3,1,1,0,Suggestion,2.0,19.0,2.5,overestimated
716,0,4,0,0,0,Bug,1.0,5.0,5.0,overestimated
717,0,4,0,0,0,Improvement,3.0,8.0,8.0,overestimated
719,0,5,0,0,0,Bug,2.0,5.0,8.0,overestimated
721,0,19,1,1,0,New Feature,2.0,21.0,2.3087971274685817,overestimated
725,0,0,0,0,0,Sub-task,2.0,11.0,2.0,overestimated
728,0,0,0,0,0,Sub-task,2.0,9.0,2.0,overestimated
732,0,0,0,0,0,Sub-task,3.0,11.0,1.4285714285714286,overestimated
735,0,0,0,0,0,Sub-task,3.0,10.0,1.1578947368421053,overestimated
736,0,0,0,0,0,Sub-task,3.0,13.0,2.0,overestimated
737,0,0,0,0,0,Sub-task,3.0,8.0,1.6923076923076923,overestimated
744,0,0,0,0,0,Sub-task,3.0,9.0,2.0,overestimated
746,0,0,0,0,0,Sub-task,2.0,10.0,14.0,overestimated
747,0,0,0,0,0,Sub-task,2.0,11.0,4.0,overestimated
749,0,1,0,0,0,Sub-task,2.0,9.0,2.0,overestimated
750,0,0,0,0,0,Sub-task,2.0,13.0,1.0,overestimated
752,0,3,0,0,0,Bug,2.0,25.0,29.0,overestimated
754,0,3,1,0,1,Improvement,3.0,9.0,2.0,overestimated
755,0,8,0,0,0,Bug,2.0,10.0,28.0,overestimated
756,0,1,0,0,0,Bug,3.0,8.0,3.0,overestimated
757,0,2,0,0,0,Improvement,3.0,8.0,10.0,overestimated
758,0,1,0,0,0,New Feature,2.0,7.0,3.106382978723404,overestimated
759,0,3,2,0,2,Bug,2.0,11.0,10.0,overestimated
765,0,0,0,0,0,Refactoring,2.0,5.0,1.0,overestimated
770,0,2,0,0,0,Improvement,3.0,4.0,2.0,overestimated
776,0,1,1,0,1,Refactoring,2.0,8.0,2.0,overestimated
779,0,1,0,0,0,Bug,3.0,8.0,6.0,overestimated
781,0,5,1,1,0,New Feature,3.0,12.0,1.25,overestimated
782,0,1,3,3,0,Improvement,3.0,12.0,0.6666666666666666,overestimated
783,0,2,3,1,2,Improvement,3.0,13.0,1.0,overestimated
784,0,4,3,1,2,Improvement,2.0,17.0,2.0,overestimated
787,0,5,0,0,0,Task,3.0,3.0,1.0,overestimated
790,0,1,0,0,0,Task,2.0,4.0,1.0,overestimated
791,0,0,0,0,0,Sub-task,2.0,3.0,1.0,overestimated
796,0,1,0,0,0,New Feature,2.0,4.0,10.0,overestimated
803,0,1,0,0,0,Sub-task,2.0,9.0,2.0,overestimated
805,0,4,0,0,0,Bug,0.0,5.0,2.0,overestimated
812,0,5,0,0,0,Improvement,2.0,7.0,1.0,overestimated
815,0,1,0,0,0,Bug,3.0,5.0,2.0,overestimated
820,0,1,0,0,0,Task,3.0,3.0,1.0,overestimated
824,0,4,1,0,1,New Feature,2.0,11.0,126.0,overestimated
828,0,1,0,0,0,Bug,1.0,2.0,6.0,overestimated
840,0,0,0,0,0,New Feature,2.0,2.0,1.0,overestimated
842,4,3,0,0,0,New Feature,2.0,12.0,4.333333333333333,overestimated
846,0,1,0,0,0,New Feature,2.0,3.0,0.6666666666666666,overestimated
851,0,0,0,0,0,Bug,2.0,5.0,22.0,overestimated
853,0,2,0,0,0,Bug,2.0,13.0,31.0,overestimated
854,0,2,0,0,0,Bug,2.0,9.0,2.0,overestimated
856,0,1,0,0,0,Improvement,2.0,9.0,6.0,overestimated
858,0,1,0,0,0,Sub-task,3.0,8.0,2.0,overestimated
859,0,21,5,3,2,Bug,3.0,17.0,5.0,overestimated
860,0,1,1,0,1,Improvement,4.0,14.0,1.0,overestimated
861,0,3,0,0,0,Improvement,0.0,12.0,11.0,overestimated
862,0,1,0,0,0,Improvement,2.0,10.0,0.5,overestimated
865,0,1,1,0,1,Sub-task,3.0,13.0,2.2857142857142856,overestimated
867,0,0,0,0,0,Task,2.0,2.0,1.0,overestimated
868,0,0,0,0,0,Task,2.0,3.0,2.0,overestimated
870,0,0,0,0,0,Task,2.0,5.0,3.0,overestimated
872,0,1,0,0,0,Improvement,3.0,3.0,0.5,overestimated
873,0,2,0,0,0,Bug,2.0,3.0,6.0,overestimated
875,0,2,0,0,0,Bug,3.0,3.0,1.0,overestimated
877,0,3,0,0,0,Improvement,2.0,2.0,1.0,overestimated
878,0,2,0,0,0,Improvement,4.0,3.0,1.0,overestimated
886,0,12,0,0,0,Improvement,2.0,8.0,0.6666666666666666,overestimated
894,0,3,0,0,0,Bug,2.0,4.0,1.0,overestimated
900,0,5,0,0,0,Bug,3.0,3.0,2.0,overestimated
909,0,3,0,0,0,Bug,3.0,6.0,2.0,overestimated
912,0,6,1,0,1,Bug,2.0,4.0,2.0,overestimated
919,0,2,0,0,0,Improvement,3.0,4.0,1.0,overestimated
920,0,6,0,0,0,Bug,3.0,10.0,2.0,overestimated
925,0,6,0,0,0,Sub-task,2.0,3.0,2.0,overestimated
944,0,2,0,0,0,Improvement,3.0,5.0,2.0,overestimated
946,0,3,0,0,0,Improvement,2.0,4.0,2.0,overestimated
947,0,3,1,1,0,Improvement,3.0,7.0,6.0,overestimated
949,0,8,0,0,0,Bug,2.0,7.0,2.0,overestimated
961,0,10,0,0,0,Improvement,1.0,7.0,4.153846153846154,overestimated
966,0,2,0,0,0,Sub-task,3.0,12.0,0.6666666666666666,overestimated
967,1,2,1,0,1,Task,2.0,10.0,6.0,overestimated
972,0,0,0,0,0,Sub-task,2.0,36.0,1.0,overestimated
976,0,46,3,1,2,Bug,2.0,41.0,2.5555555555555554,overestimated
986,0,1,0,0,0,Bug,3.0,22.0,2.0,overestimated
990,0,8,1,1,0,Bug,2.0,44.0,0.10526315789473684,overestimated
991,0,2,1,0,1,Bug,3.0,21.0,3.0,overestimated
993,0,6,1,1,0,Bug,2.0,24.0,2.0,overestimated
995,0,0,0,0,0,Bug,2.0,25.0,0.6666666666666666,overestimated
998,0,17,2,1,1,Bug,3.0,29.0,0.6666666666666666,overestimated
999,0,5,1,0,1,Bug,1.0,26.0,6.0,overestimated
1002,0,1,0,0,0,Bug,2.0,21.0,0.6666666666666666,overestimated
1011,0,2,0,0,0,Bug,2.0,18.0,6.0,overestimated
1013,0,5,1,0,1,Bug,3.0,24.0,2.0,overestimated
1014,0,17,7,3,4,Bug,1.0,27.0,1.5,overestimated
1015,0,0,1,0,1,Bug,3.0,18.0,3.3333333333333335,overestimated
1022,0,1,1,0,1,Bug,2.0,16.0,14.0,overestimated
1023,0,4,2,0,2,Bug,2.0,26.0,0.5714285714285714,overestimated
1030,0,46,2,0,2,Bug,2.0,39.0,2.5555555555555554,overestimated
1033,0,2,0,0,0,Bug,1.0,20.0,47.0,overestimated
1037,0,2,0,0,0,Bug,3.0,24.0,1.0930232558139534,overestimated
1038,0,3,0,0,0,Bug,3.0,21.0,0.20535714285714285,overestimated
1039,0,0,1,1,0,Bug,2.0,16.0,4.217391304347826,overestimated
1046,0,4,1,1,0,Bug,3.0,28.0,7.0,overestimated
1047,0,0,4,3,1,Bug,3.0,40.0,0.041968162083936326,overestimated
1049,0,5,0,0,0,Bug,1.0,20.0,0.34615384615384615,overestimated
1065,0,0,0,0,0,Bug,2.0,12.0,6.181818181818182,overestimated
1073,0,0,0,0,0,Bug,2.0,10.0,2.0,overestimated
1107,0,1,0,0,0,Bug,3.0,16.0,13.545454545454545,overestimated
1120,0,5,0,0,0,Bug,2.0,11.0,2.0,overestimated
1122,0,1,2,0,2,Bug,0.0,26.0,29.0,overestimated
1123,0,7,0,0,0,Bug,2.0,12.0,0.6666666666666666,overestimated
1133,0,5,4,2,2,Bug,3.0,27.0,54.38461538461539,overestimated
1140,0,19,4,1,3,Bug,1.0,29.0,0.6783216783216783,overestimated
1156,0,3,0,0,0,Bug,3.0,13.0,11.857142857142858,overestimated
1157,0,13,4,1,3,Bug,2.0,36.0,0.46153846153846156,overestimated
1159,0,3,0,0,0,Bug,3.0,20.0,23.0,overestimated
1160,0,1,0,0,0,Bug,2.0,15.0,8.23076923076923,overestimated
1162,0,1,0,0,0,Bug,3.0,14.0,0.5306122448979592,overestimated
1164,0,0,0,0,0,Bug,3.0,14.0,11.0,overestimated
1166,0,3,1,0,1,Bug,3.0,22.0,7.0,overestimated
1168,0,0,0,0,0,Bug,3.0,16.0,9.714285714285714,overestimated
1179,0,1,0,0,0,Bug,2.0,17.0,2.75,overestimated
1197,0,0,0,0,0,Bug,3.0,25.0,12.333333333333334,overestimated
1198,0,1,0,0,0,Bug,3.0,14.0,14.0,overestimated
1205,0,2,0,0,0,Bug,3.0,17.0,2.0,overestimated
1224,0,0,1,1,0,Bug,3.0,15.0,0.2857142857142857,overestimated
1231,0,3,0,0,0,Bug,3.0,20.0,2.0,overestimated
1242,0,0,0,0,0,Bug,3.0,20.0,6.0,overestimated
1244,0,0,0,0,0,Bug,3.0,15.0,0.6666666666666666,overestimated
1253,0,1,0,0,0,Bug,2.0,22.0,1.4285714285714286,overestimated
1254,0,0,0,0,0,Bug,3.0,18.0,1.4285714285714286,overestimated
1258,0,3,5,4,1,Bug,2.0,35.0,1.0,overestimated
1261,0,5,1,0,1,Bug,0.0,25.0,2.0,overestimated
1262,0,3,0,0,0,Bug,3.0,18.0,2.0,overestimated
1263,0,2,0,0,0,Bug,3.0,15.0,6.8,overestimated
1268,0,0,0,0,0,Bug,3.0,12.0,6.0,overestimated
1269,0,1,0,0,0,Bug,3.0,15.0,0.6,overestimated
1271,0,0,0,0,0,Bug,2.0,17.0,0.2857142857142857,overestimated
1315,0,1,0,0,0,Bug,2.0,17.0,2.0,overestimated
1317,0,0,0,0,0,Bug,2.0,17.0,6.0,overestimated
1318,0,0,0,0,0,Bug,3.0,17.0,2.0,overestimated
1321,0,1,0,0,0,Bug,2.0,21.0,3.3333333333333335,overestimated
1328,0,0,2,0,2,Bug,3.0,16.0,6.0,overestimated
1334,0,5,1,0,1,Bug,3.0,26.0,6.0,overestimated
1337,0,5,1,1,0,Bug,3.0,30.0,0.6666666666666666,overestimated
1339,0,15,0,0,0,Bug,2.0,61.0,2.0,overestimated
1344,0,1,0,0,0,Bug,2.0,34.0,2.0,overestimated
1346,0,1,1,0,1,Bug,3.0,14.0,287.0,overestimated
1349,0,0,0,0,0,Sub-task,3.0,12.0,1.2,overestimated
1350,0,0,0,0,0,Bug,3.0,28.0,62.25,overestimated
1354,0,1,0,0,0,Sub-task,3.0,15.0,3.0,overestimated
1363,0,2,0,0,0,Sub-task,2.0,12.0,0.6666666666666666,overestimated
1369,0,1,0,0,0,Sub-task,2.0,15.0,14.0,overestimated
1374,0,1,0,0,0,Sub-task,2.0,14.0,10.0,overestimated
1377,0,7,0,0,0,Bug,1.0,17.0,22.0,overestimated
1379,0,0,0,0,0,Bug,3.0,8.0,1.0,overestimated
1386,0,1,0,0,0,Sub-task,2.0,16.0,1.0,overestimated
1396,0,0,0,0,0,Bug,3.0,12.0,22.0,overestimated
1403,0,0,0,0,0,Sub-task,2.0,10.0,1.0,overestimated
1406,0,0,0,0,0,Sub-task,2.0,15.0,4.0,overestimated
1407,0,4,0,0,0,Sub-task,2.0,13.0,1.0,overestimated
1420,0,12,0,0,0,Bug,1.0,22.0,11.333333333333334,overestimated
1421,0,4,1,0,1,Bug,3.0,16.0,0.2929936305732484,overestimated
